Date,Time,Complaint Type,Location,Latitude,Longitude,Has_Complaint
2023-09-03,14:32:00,No Complaints,Sector A,30.020641758972403,31.450238826752717,0
2023-10-09,19:10:00,No Complaints,Sector E,30.035487641883602,31.469803441587906,0
2023-02-03,07:46:00,No Complaints,Sector E,30.03482981710778,31.469590639718373,0
2023-08-05,04:06:00,No Complaints,Sector E,30.034412434068418,31.470200399919104,0
2023-02-12,12:05:00,Roads Issues,Sector C,30.026833035919545,31.46002053441027,1
2023-01-14,09:00:00,No Complaints,Sector E,30.03518043065547,31.470212864943942,0
2023-02-13,23:14:00,No Complaints,Sector B,30.023236033619245,31.454983087033124,0
2023-08-23,15:54:00,No Complaints,Sector A,30.02112237862898,31.449449786348726,0
2023-08-21,16:53:00,Noise,Sector C,30.027022161035145,31.460467416080693,1
2023-04-09,06:39:00,No Complaints,Sector E,30.035447036429208,31.46973723612573,0
2023-12-20,13:32:00,No Complaints,Sector A,30.021529606143844,31.4502313842867,0
2023-06-17,17:49:00,Traffic,Sector A,30.021183844253105,31.449779427199683,1
2023-05-23,16:00:00,No Complaints,Sector D,30.03142532479666,31.464634502270776,0
2023-05-02,20:26:00,No Complaints,Sector A,30.021484225240084,31.450344631828955,0
2023-04-07,16:16:00,No Complaints,Sector C,30.027297390452276,31.460602221341862,0
2023-04-15,19:07:00,No Complaints,Sector B,30.022629385379407,31.455207433514353,0
2023-01-08,19:10:00,No Complaints,Sector D,30.03092148009998,31.465576929096308,0
2023-11-10,08:30:00,No Complaints,Sector A,30.020390897466914,31.45046001017646,0
2023-04-08,21:27:00,Security,Sector B,30.02335633989132,31.45466916333839,1
2023-04-04,23:57:00,No Complaints,Sector E,30.034774333016976,31.469840726389698,0
2023-12-27,07:12:00,No Complaints,Sector A,30.021457448239644,31.450307697739067,0
2023-12-01,17:09:00,No Complaints,Sector C,30.026902290233068,31.4604193789627,0
2023-01-09,23:33:00,No Complaints,Sector D,30.031582875669518,31.465399208685895,0
2023-10-04,11:24:00,No Complaints,Sector A,30.02058105100757,31.449794049185254,0
2023-03-17,18:32:00,No Complaints,Sector A,30.020985245141144,31.449834885899598,0
2023-08-01,21:43:00,Noise,Sector C,30.027390280082745,31.460134168265125,1
2023-07-09,22:09:00,No Complaints,Sector D,30.031250055735683,31.465517796746774,0
2023-07-29,13:16:00,No Complaints,Sector E,30.035427256085956,31.469761086871518,0
2023-05-23,18:48:00,Pets Control,Sector D,30.031141065952706,31.465100194572994,1
2023-05-04,10:21:00,No Complaints,Sector E,30.034894325633882,31.469709201623385,0
2023-01-18,19:12:00,No Complaints,Sector D,30.030536439005743,31.46497478047906,0
2023-11-03,16:01:00,Traffic,Sector A,30.021120008357435,31.450471929070755,1
2023-05-01,14:36:00,No Complaints,Sector D,30.03153599088877,31.464432870594305,0
2023-06-29,17:34:00,No Complaints,Sector B,30.0229185595103,31.454882177428118,0
2023-04-06,07:05:00,No Complaints,Sector A,30.021264434853464,31.450336501850153,0
2023-10-09,05:59:00,No Complaints,Sector B,30.023576926775824,31.45554515822886,0
2023-07-21,23:42:00,No Complaints,Sector D,30.03046383107115,31.46482840696825,0
2023-05-07,15:35:00,No Complaints,Sector C,30.027021924230723,31.459588019888113,0
2023-01-09,08:15:00,No Complaints,Sector E,30.03491612671222,31.46989245123534,0
2023-06-07,10:45:00,No Complaints,Sector E,30.035004472254073,31.469599286053274,0
2023-10-07,17:52:00,No Complaints,Sector D,30.030652500144722,31.465536871846343,0
2023-05-04,06:22:00,Cleaning,Sector A,30.020610234092153,31.449866463656555,1
2023-04-12,00:11:00,No Complaints,Sector C,30.02736570454659,31.459532018505076,0
2023-02-13,06:21:00,No Complaints,Sector C,30.026921667960366,31.459678891221277,0
2023-05-03,23:28:00,No Complaints,Sector B,30.02342055711123,31.454787749358996,0
2023-03-31,14:14:00,No Complaints,Sector E,30.0347794006413,31.469785648822686,0
2023-04-18,13:31:00,No Complaints,Sector D,30.030781012882724,31.464587232415766,0
2023-05-18,19:09:00,No Complaints,Sector E,30.035065287318737,31.47031665114302,0
2023-03-18,12:51:00,No Complaints,Sector E,30.035422700658767,31.47055223457791,0
2023-12-11,10:06:00,No Complaints,Sector D,30.030686333095527,31.465156061783635,0
2023-08-29,10:46:00,Roads Issues,Sector C,30.026926934729513,31.460076055008752,1
2023-02-18,20:41:00,No Complaints,Sector C,30.027236974173263,31.45969839866464,0
2023-11-02,10:11:00,Security,Sector E,30.034977662337916,31.470378149813747,1
2023-11-26,22:55:00,No Complaints,Sector C,30.02741827032696,31.45979058994904,0
2023-03-12,14:28:00,No Complaints,Sector A,30.02138447064026,31.4500312625144,0
2023-04-24,10:20:00,No Complaints,Sector C,30.026464267672583,31.45997053568041,0
2023-01-09,08:51:00,No Complaints,Sector E,30.035128881075366,31.469707004185352,0
2023-06-12,01:28:00,No Complaints,Sector D,30.031476050389998,31.46550325505335,0
2023-03-12,01:05:00,No Complaints,Sector B,30.022393382529355,31.455429000174743,0
2023-12-18,12:29:00,Pets Control,Sector E,30.035003698179963,31.47033329270716,1
2023-08-01,09:29:00,No Complaints,Sector A,30.02161364529493,31.449974538045584,0
2023-11-28,06:47:00,No Complaints,Sector C,30.027369376250626,31.46021127393319,0
2023-04-14,20:40:00,No Complaints,Sector A,30.020428353162476,31.450560503755508,0
2023-03-07,02:43:00,No Complaints,Sector D,30.03077661003593,31.465520811783538,0
2023-04-22,17:19:00,No Complaints,Sector C,30.026903374493525,31.460063210262046,0
2023-08-29,10:51:00,No Complaints,Sector A,30.021373400645786,31.450432356726076,0
2023-04-05,15:00:00,Pets Control,Sector A,30.02070100288966,31.44972845163239,1
2023-06-08,14:27:00,No Complaints,Sector D,30.0314875517314,31.46498770060065,0
2023-08-26,18:44:00,No Complaints,Sector D,30.030796867670087,31.46526044994733,0
2023-03-01,16:26:00,Traffic,Sector B,30.022751628082386,31.45456898704534,1
2023-02-27,19:35:00,Pets Control,Sector D,30.03098487064195,31.465159242298217,1
2023-06-23,21:09:00,No Complaints,Sector D,30.030647674567938,31.465333275205783,0
2023-01-10,14:16:00,Roads Issues,Sector C,30.026534037540074,31.46011553487086,1
2023-08-16,16:50:00,Roads Issues,Sector C,30.02746799374106,31.460223549727264,1
2023-03-15,07:37:00,Pets Control,Sector A,30.020736369309592,31.449742143764627,1
2023-05-10,16:55:00,No Complaints,Sector C,30.026646851449154,31.459719550499983,0
2023-04-27,17:14:00,No Complaints,Sector D,30.03117149345173,31.465562308177127,0
2023-06-26,15:57:00,No Complaints,Sector D,30.03072412122094,31.46462952353689,0
2023-11-19,05:18:00,No Complaints,Sector B,30.023623342206783,31.45528203623032,0
2023-04-17,20:24:00,No Complaints,Sector D,30.031089598142195,31.46472459322591,0
2023-01-12,20:27:00,No Complaints,Sector D,30.03119660684916,31.465460515476984,0
2023-08-20,14:33:00,No Complaints,Sector D,30.031507133117927,31.46455208157813,0
2023-03-14,20:34:00,No Complaints,Sector E,30.035416897356395,31.46952538323356,0
2023-04-22,00:33:00,No Complaints,Sector D,30.030780847180885,31.46450139810649,0
2023-07-12,17:54:00,No Complaints,Sector A,30.020666975414567,31.449830049831338,0
2023-04-17,08:08:00,No Complaints,Sector C,30.027537230403258,31.459758620280823,0
2023-09-20,20:59:00,Roads Issues,Sector A,30.020757338300953,31.449806702164047,1
2023-12-07,17:10:00,No Complaints,Sector D,30.030734634839288,31.464761171895674,0
2023-10-14,17:38:00,No Complaints,Sector D,30.031143016471084,31.464490060683197,0
2023-05-25,20:25:00,No Complaints,Sector D,30.031033319280635,31.465548817183393,0
2023-04-12,08:35:00,No Complaints,Sector A,30.02142884926019,31.450423930353605,0
2023-03-10,23:01:00,No Complaints,Sector E,30.0352330934218,31.469857897183843,0
2023-04-17,15:08:00,No Complaints,Sector C,30.027071933137425,31.46052679877222,0
2023-01-19,11:28:00,No Complaints,Sector B,30.02318364099949,31.455274983139915,0
2023-01-13,16:32:00,No Complaints,Sector B,30.023435981272083,31.454789800557283,0
2023-05-17,18:28:00,No Complaints,Sector A,30.021185176962106,31.4500655336686,0
2023-12-02,05:46:00,Security,Sector D,30.03082199962251,31.464660692014014,1
2023-07-17,10:05:00,No Complaints,Sector C,30.027171237492002,31.460592564100896,0
2023-06-04,19:13:00,No Complaints,Sector B,30.02243697076513,31.454970342443854,0
2023-10-28,08:17:00,Traffic,Sector B,30.022961093766604,31.4551032129501,1
2023-04-20,16:42:00,Roads Issues,Sector D,30.030744740567904,31.465157390366315,1
2023-05-05,11:53:00,No Complaints,Sector C,30.026605027561892,31.45943123793185,0
2023-12-15,20:54:00,No Complaints,Sector C,30.027258474995694,31.46055071604047,0
2023-05-24,17:58:00,Roads Issues,Sector D,30.031309765688114,31.464532628401457,1
2023-03-10,15:15:00,No Complaints,Sector A,30.020926555750304,31.449596600973393,0
2023-10-04,05:14:00,Security,Sector D,30.030591002020078,31.4653831932591,1
2023-12-25,10:34:00,No Complaints,Sector E,30.035582340431375,31.470306099017307,0
2023-02-03,12:19:00,No Complaints,Sector C,30.026601426359825,31.46015180347907,0
2023-05-05,19:53:00,No Complaints,Sector E,30.034681137694637,31.470551122550027,0
2023-10-14,17:35:00,No Complaints,Sector A,30.02039837514399,31.450399872455613,0
2023-08-05,19:49:00,Cleaning,Sector B,30.02278596135377,31.454611494457783,1
2023-08-23,10:35:00,No Complaints,Sector A,30.02040840328229,31.450445368334695,0
2023-01-31,16:12:00,No Complaints,Sector D,30.03049180773822,31.464436111022405,0
2023-03-02,17:11:00,Pets Control,Sector D,30.031473395055272,31.465056271495804,1
2023-05-25,09:49:00,No Complaints,Sector A,30.020444193916916,31.449714043443564,0
2023-02-07,11:09:00,No Complaints,Sector A,30.020956532349203,31.45034823577756,0
2023-05-26,20:46:00,No Complaints,Sector C,30.027530373686446,31.460241428812534,0
2023-06-01,16:04:00,No Complaints,Sector D,30.030805261622938,31.464456271696562,0
2023-12-29,07:47:00,Pets Control,Sector D,30.031311580590476,31.46508846241857,1
2023-08-15,22:36:00,No Complaints,Sector B,30.022889030690934,31.455431868227095,0
2023-07-16,07:28:00,Cleaning,Sector E,30.035184300214194,31.469684115354635,1
2023-06-22,01:47:00,No Complaints,Sector D,30.031000326114402,31.46500331283858,0
2023-03-23,10:35:00,Pets Control,Sector D,30.030667274118294,31.46485387097484,1
2023-06-14,19:13:00,No Complaints,Sector E,30.035013742001794,31.470527153467472,0
2023-05-28,00:49:00,No Complaints,Sector D,30.030917797551826,31.464509310744017,0
2023-12-20,17:58:00,Security,Sector E,30.034929994169797,31.469776817625853,1
2023-09-23,19:44:00,No Complaints,Sector A,30.02108363299677,31.450475156351754,0
2023-06-08,19:41:00,No Complaints,Sector E,30.035187450040986,31.469899529070602,0
2023-03-02,03:58:00,Security,Sector E,30.03461137816123,31.46967553759788,1
2023-07-12,20:13:00,No Complaints,Sector A,30.02145816496583,31.449987632983678,0
2023-05-02,15:48:00,No Complaints,Sector C,30.026732288314562,31.46050067638059,0
2023-04-07,17:45:00,No Complaints,Sector A,30.02129367695409,31.4499478841792,0
2023-01-31,03:08:00,No Complaints,Sector E,30.035459520357744,31.469894530488848,0
2023-12-07,22:52:00,No Complaints,Sector C,30.02720614305773,31.460294245923787,0
2023-12-11,22:29:00,No Complaints,Sector C,30.02681217204325,31.45983745176622,0
2023-11-12,16:08:00,No Complaints,Sector A,30.021535968964187,31.450027002639963,0
2023-11-22,23:05:00,No Complaints,Sector D,30.031090832547896,31.46525516131593,0
2023-09-02,07:09:00,No Complaints,Sector A,30.02129389983878,31.449569290021596,0
2023-02-01,00:02:00,No Complaints,Sector D,30.0307570121347,31.46545007944929,0
2023-09-01,20:19:00,No Complaints,Sector C,30.02743041819154,31.459480204538586,0
2023-01-24,08:44:00,No Complaints,Sector C,30.027227844676897,31.46057664590925,0
2023-11-08,20:27:00,No Complaints,Sector B,30.02288863500847,31.454899588332896,0
2023-12-28,17:59:00,No Complaints,Sector A,30.021250328740503,31.450223670655827,0
2023-02-25,14:39:00,Cleaning,Sector E,30.03475697132826,31.4703901240966,1
2023-10-04,10:16:00,Roads Issues,Sector C,30.026662612213613,31.459983734759362,1
2023-07-28,10:33:00,No Complaints,Sector A,30.021350527554425,31.450488526591638,0
2023-10-30,18:11:00,No Complaints,Sector E,30.034828450845016,31.4698849454991,0
2023-12-09,13:09:00,No Complaints,Sector E,30.034745564431397,31.469964445531026,0
2023-12-22,14:07:00,Cleaning,Sector E,30.034726508208408,31.469620364010094,1
2023-02-12,17:09:00,No Complaints,Sector D,30.030999625884725,31.465464767789644,0
2023-01-18,16:54:00,No Complaints,Sector D,30.030624561598877,31.464480040434342,0
2023-05-04,18:39:00,Roads Issues,Sector A,30.020928355811225,31.44954609866568,1
2023-05-02,19:02:00,No Complaints,Sector A,30.0213325136175,31.450587701492214,0
2023-08-10,07:23:00,No Complaints,Sector A,30.02046022255979,31.44971042318877,0
2023-05-08,07:05:00,No Complaints,Sector C,30.02707743863553,31.459683126765196,0
2023-02-07,23:55:00,Noise,Sector D,30.03082633146799,31.464712028348462,1
2023-06-13,21:50:00,No Complaints,Sector C,30.02655476392294,31.45996009704142,0
2023-10-20,00:32:00,No Complaints,Sector C,30.026968632220903,31.460285184203265,0
2023-05-27,14:40:00,No Complaints,Sector E,30.035421365905624,31.470210073391257,0
2023-05-10,01:32:00,No Complaints,Sector D,30.031161174851974,31.46476183915695,0
2023-09-17,15:16:00,No Complaints,Sector A,30.020548056801548,31.449426879827044,0
2023-07-15,20:45:00,No Complaints,Sector E,30.034395178251945,31.470523633641765,0
2023-02-04,14:24:00,No Complaints,Sector A,30.021575794847383,31.449521218644993,0
2023-10-14,02:51:00,No Complaints,Sector B,30.023366147326634,31.454680668987063,0
2023-01-19,23:16:00,No Complaints,Sector C,30.027030815576545,31.459443733563365,0
2023-02-16,01:03:00,No Complaints,Sector D,30.03086461192011,31.464744729312784,0
2023-11-24,10:21:00,Roads Issues,Sector D,30.030755954119144,31.46460665090001,1
2023-11-14,16:17:00,No Complaints,Sector A,30.020645746533734,31.449399345472248,0
2023-05-02,18:38:00,No Complaints,Sector C,30.02701075969813,31.46062261263126,0
2023-01-30,11:11:00,No Complaints,Sector C,30.027292396587892,31.46040836951517,0
2023-08-26,12:10:00,No Complaints,Sector A,30.020983034067505,31.450254826242993,0
2023-03-28,07:51:00,No Complaints,Sector E,30.034988701399083,31.469619789500623,0
2023-09-26,19:09:00,Traffic,Sector B,30.022726588090876,31.45548074008845,1
2023-06-02,09:54:00,No Complaints,Sector C,30.026428007942705,31.46000607501669,0
2023-03-09,13:50:00,No Complaints,Sector E,30.035559809669305,31.470168954510566,0
2023-03-22,06:50:00,No Complaints,Sector B,30.02328796264528,31.455591293780472,0
2023-01-31,06:56:00,No Complaints,Sector B,30.023410052780307,31.45478918399948,0
2023-12-03,17:46:00,No Complaints,Sector C,30.026900153095216,31.460551615412633,0
2023-03-21,07:15:00,No Complaints,Sector A,30.020517344276108,31.44939135978719,0
2023-07-13,11:06:00,Pets Control,Sector D,30.031380430346353,31.465230808303662,1
2023-02-02,12:45:00,No Complaints,Sector A,30.02138881222783,31.450405986880547,0
2023-03-13,09:32:00,No Complaints,Sector A,30.020472527320617,31.44953555914157,0
2023-12-05,09:52:00,No Complaints,Sector C,30.026694711757553,31.460237896263017,0
2023-03-19,16:16:00,No Complaints,Sector B,30.02265505877477,31.454376845787216,0
2023-01-15,16:04:00,Cleaning,Sector E,30.034806951209646,31.469632496254313,1
2023-02-28,01:25:00,No Complaints,Sector D,30.030423255768465,31.464928053701456,0
2023-01-10,19:17:00,No Complaints,Sector D,30.030913104730217,31.46559805361205,0
2023-01-01,02:24:00,No Complaints,Sector D,30.031265798287354,31.464507278777393,0
2023-02-22,17:29:00,No Complaints,Sector D,30.031463423922293,31.46480904835797,0
2023-09-17,14:33:00,No Complaints,Sector D,30.031421653383514,31.465249718038752,0
2023-11-20,15:44:00,No Complaints,Sector A,30.020474342465896,31.44998445915811,0
2023-07-16,00:28:00,Noise,Sector D,30.031171067276958,31.465112330513968,1
2023-06-26,17:17:00,No Complaints,Sector A,30.02139886789759,31.45060222931298,0
2023-03-17,16:21:00,No Complaints,Sector E,30.035224485305687,31.470144607517522,0
2023-04-09,23:32:00,No Complaints,Sector C,30.02697906619664,31.459476213457375,0
2023-08-12,02:16:00,Security,Sector D,30.031465025396088,31.464685117484223,1
2023-04-26,19:24:00,No Complaints,Sector D,30.03083758332461,31.46492199382684,0
2023-08-25,01:16:00,Noise,Sector B,30.022624321810326,31.45508330952328,1
2023-09-13,03:48:00,No Complaints,Sector D,30.031065672476203,31.464689216599652,0
2023-12-15,02:02:00,No Complaints,Sector E,30.035202622851177,31.469525707361466,0
2023-07-30,16:47:00,No Complaints,Sector C,30.0266423743042,31.460278049428748,0
2023-11-16,08:59:00,No Complaints,Sector A,30.021368085096547,31.450384660809632,0
2023-08-25,02:10:00,Noise,Sector B,30.023498348341263,31.455165990994736,1
2023-12-30,15:51:00,No Complaints,Sector D,30.031293885597943,31.464645051066938,0
2023-05-06,13:51:00,No Complaints,Sector C,30.0266814369834,31.459956009468648,0
2023-11-20,07:15:00,No Complaints,Sector A,30.02055460481227,31.449396293446885,0
2023-08-16,14:30:00,No Complaints,Sector A,30.021304570981396,31.45018887520902,0
2023-03-15,08:11:00,Cleaning,Sector A,30.020699000757283,31.450047294615473,1
2023-03-27,03:06:00,No Complaints,Sector B,30.022592760875746,31.45534462813436,0
2023-12-04,18:31:00,No Complaints,Sector C,30.027587927297162,31.459739775086774,0
2023-02-15,09:40:00,No Complaints,Sector A,30.02049889815396,31.45036422617285,0
2023-08-13,15:10:00,No Complaints,Sector D,30.031014758497736,31.465177091629077,0
2023-09-29,09:34:00,No Complaints,Sector A,30.02091279795215,31.449615398104452,0
2023-02-07,09:29:00,No Complaints,Sector B,30.02240009700782,31.454770095738496,0
2023-10-09,13:58:00,No Complaints,Sector C,30.026797331404406,31.46027938086463,0
2023-01-31,19:16:00,No Complaints,Sector E,30.035142473912114,31.470194563771038,0
2023-11-25,21:28:00,No Complaints,Sector D,30.030578148554447,31.46438535186588,0
2023-07-07,17:50:00,No Complaints,Sector A,30.0206871963306,31.449583488375332,0
2023-03-24,10:27:00,No Complaints,Sector E,30.035586460922325,31.47019325159786,0
2023-09-20,18:18:00,Traffic,Sector C,30.026856450146347,31.45989605920061,1
2023-05-23,16:47:00,No Complaints,Sector A,30.021293864915457,31.450547327963555,0
2023-04-14,00:32:00,No Complaints,Sector C,30.027409579921542,31.459457643719773,0
2023-12-07,01:07:00,No Complaints,Sector D,30.031393293806307,31.46561673518463,0
2023-05-30,04:00:00,No Complaints,Sector B,30.023591842280073,31.45522281357902,0
2023-04-02,14:53:00,Roads Issues,Sector C,30.02719412508118,31.460449351089096,1
2023-02-11,15:22:00,Pets Control,Sector D,30.03080272558589,31.464623877288517,1
2023-10-15,18:27:00,No Complaints,Sector E,30.03536879504852,31.47041109901641,0
2023-01-09,21:30:00,No Complaints,Sector B,30.023284816138204,31.454459307931476,0
2023-09-19,14:23:00,No Complaints,Sector C,30.02752412106267,31.459684260247244,0
2023-10-22,14:49:00,No Complaints,Sector A,30.020379482519818,31.44977779662,0
2023-12-07,09:45:00,No Complaints,Sector C,30.026519251086846,31.45972919669921,0
2023-12-12,14:51:00,No Complaints,Sector B,30.02302686150788,31.454923081778254,0
2023-09-06,07:52:00,No Complaints,Sector E,30.035245412109248,31.469480412604227,0
2023-06-06,08:50:00,No Complaints,Sector A,30.021426327815533,31.450537713657287,0
2023-01-20,14:27:00,No Complaints,Sector A,30.020431384897307,31.449516891307912,0
2023-11-20,00:23:00,No Complaints,Sector C,30.02710810911764,31.459745523762198,0
2023-10-03,22:38:00,No Complaints,Sector E,30.034503364191984,31.46959452841506,0
2023-09-14,10:03:00,Pets Control,Sector E,30.034790287344077,31.46989905138496,1
2023-07-11,16:37:00,Pets Control,Sector D,30.030752171110066,31.46523677991479,1
2023-02-21,20:18:00,No Complaints,Sector D,30.03045911855093,31.465150557604865,0
2023-11-19,04:07:00,No Complaints,Sector D,30.03133278145783,31.4643775610878,0
2023-08-25,00:20:00,No Complaints,Sector B,30.022986122089183,31.455029933048603,0
2023-10-02,14:30:00,No Complaints,Sector B,30.023330401100743,31.45554077902908,0
2023-01-29,08:33:00,No Complaints,Sector D,30.030806359780858,31.465143548437197,0
2023-02-28,07:16:00,No Complaints,Sector E,30.034618401452374,31.470550022791784,0
2023-03-06,10:23:00,No Complaints,Sector A,30.021245773959745,31.449493146691466,0
2023-10-14,21:26:00,No Complaints,Sector B,30.023128309230707,31.45462861202522,0
2023-08-05,07:08:00,Cleaning,Sector B,30.022585150122694,31.455051757368388,1
2023-11-04,07:54:00,No Complaints,Sector B,30.023577335197622,31.45517450854996,0
2023-06-17,05:15:00,No Complaints,Sector E,30.035385242508603,31.469556033285926,0
